cg0001	chromosomal replication initiation protein
cg0983	phosphoribosylglycinamide formyltransferase
cg0984	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
cg0985	citrate lyase beta subunit
cg0986	transcriptional regulator
cg0987	hypothetical protein
cg0988	30S ribosomal protein S18
cg0989	30S ribosomal protein S14
cg0990	50S ribosomal protein L33
cg0991	50S ribosomal protein L28
cg0992	sulfate permease
cg0993	transcriptional regulator
cg0994	50S ribosomal protein L31 type B
cg0995	50S ribosomal protein L32
cg0996	two-component system, response regulator
cg0997	two-component system, sensory transduction histidine kinase
cg0998	trypsin-like serine protease
cg0999	molybdopterin biosynthesis enzyme
cg1001	large-conductance mechanosensitive channel
cg1002	hypothetical protein
cg1003	5-formyltetrahydrofolate cyclo-ligase
cg1004	UDP-glucose pyrophosphorylase
cg1005	molybdopterin biosynthesis enzyme
cg1006	putative acetyltransferase
cg1007	hypothetical protein
cg1009	cyanate permease
cg1010	hypothetical protein
cg1011	hypothetical protein
cg1012	glycosidase
cg1014	dolichyl-phosphate-mannose--protein O-mannosyl transferase PMT1
cg1015	methyltransferase
cg1016	choline-glycine betaine transporter
cg1017	methionyl-tRNA synthetase
cg1018	putative helicase
cg1019	hypothetical protein
cg1020	hypothetical protein
cg1021	hypothetical protein
0	hypothetical protein
cg1031	hypothetical protein
cg1024	hypothetical protein
cg1027	D-lactate dehydrogenase
cg1028	adenine specific DNA methylase Mod
cg1030	hypothetical protein
0	hypothetical protein
cg1032	ArsR family transcriptional regulator
cg1033	hypothetical protein
cg1035	Mg-dependent DNase
cg1037	hypothetical protein
cg1038	dimethyladenosine transferase
cg1039	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
cg1040	ABC-type transporter
cg1041	pyridoxal/pyridoxine/pyridoxamine kinase
cg1043	hypothetical protein
cg1044	hypothetical protein
cg1045	hypothetical protein
cg1046	hypothetical protein
cg1048	hypothetical protein
cg1049	enoyl-CoA hydratase
cg1050	hypothetical protein
cg1051	hypothetical protein
cg1052	hypothetical protein
cg1053	transcriptional regulator
cg1054	RND superfamily drug exporter
cg1055	ribonuclease activity regulator protein RraA
cg1056	hypothetical protein
cg1057	hypothetical protein
cg1059	hypothetical protein
cg1060	peptide chain release factor 3
cg1061	ABC-type transporter, periplasmic component
cg1062	ABC-type transporter, permease component
cg1064	ABC-type transporter, permease component
cg1065	ABC-type transporter, ATPase component
cg1066	ABC-type transporter, ATPase component
cg1067	peptidyl-tRNA hydrolase
cg1068	dioxygenase
cg1069	glyceraldehyde-3-phosphate dehydrogenase
cg1071	peptidyl-tRNA hydrolase
cg1072	50S ribosomal protein L25/general stress protein Ctc
cg1073	lactoylglutathione lyase
cg1074	hypothetical protein
cg1075	ribose-phosphate pyrophosphokinase
cg1076	N-acetylglucosamine-1-phosphate uridyltransferase
cg1077	hypothetical protein
cg1080	putative multicopper oxidase
cg1081	ABC-type transporter, ATPase component
cg1082	hypothetical protein
cg1083	two-component system sensory transduction histidine kinase
cg1084	two-component system, response regulator
cg1086	hypothetical protein
#N/A	putative ABC transporter ATPase component
cg1089	ABC-type transporter, ATPase component and permease component
cg1090	gamma-glutamyltranspeptidase
cg1091	hypothetical protein
cg1092	hypothetical protein
0	transposase
cg1095	hypothetical protein
cg1096	hypothetical protein
cg1097	hypothetical protein
cg1098	transcriptional regulator
cg1099	transcription-repair coupling factor
cg1100	ABC-type transporter, ATP-binding component
cg1101	ABC-type transporter, ATPase component
cg1103	hypothetical protein
cg1104	hypothetical protein
cg1105	amino acid permease
cg1106	hypothetical protein
cg1107	hypothetical protein
cg1108	hypothetical protein
cg1109	hypothetical protein
cg1110	hypothetical protein
cg1111	phosphopyruvate hydratase
cg1112	hypothetical protein
cg1113	hypothetical protein
cg1115	exopolyphosphatase
cg1116	threonine dehydratase
cg1117	hypothetical protein
cg1118	pyrimidine reductase
cg1119	putative stress-responsive transcriptional regulator
cg1120	AraC-type DNA-binding domain-containing protein
cg1121	hypothetical protein
cg1122	hypothetical protein
cg1123	transcription elongation factor GreA
cg1125	hypothetical protein
cg1127	hypothetical protein
cg1128	hypothetical protein
cg1129	phospho-2-dehydro-3-deoxyheptonate aldolase
cg1130	undecaprenyl pyrophosphate synthase
cg1131	hypothetical protein
cg1132	pantothenate kinase
cg1133	serine hydroxymethyltransferase
cg1134	anthranilate/para-aminobenzoate synthase component I
cg1135	hypothetical protein
cg1136	hypothetical protein
cg1137	hypothetical protein
cg1138	sortase or related acyltransferase
cg1139	allophanate hydrolase subunit 2
#N/A	allophanate hydrolase subunit 1
cg1141	hypothetical protein
cg1142	hypothetical protein
0	hypothetical protein
cg1143	gntR family transcriptional regulator
cg1144	hypothetical protein
cg1145	fumarate hydratase
cg1147	hypothetical protein
#N/A	hypothetical protein
#N/A	hypothetical protein
cg1150	hypothetical protein
cg1151	putative reductase
cg1152	acyl-CoA dehydrogenase
cg1153	acyl-CoA dehydrogenase
cg1156	coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase
cg1157	fructose 1,6-bisphosphatase II
cg1158	hypothetical protein
cg1159	hypothetical protein
cg1160	hypothetical protein
cg1162	exodeoxyribonuclease VII small subunit
cg1163	exodeoxyribonuclease VII large subunit
cg1164	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
cg1165	hypothetical protein
cg1166	hypothetical protein
cg1167	hypothetical protein
cg1169	SNF family Na(+)-dependent transporter
cg1170	hypothetical protein
cg1171	translation-associated GTPase
cg1173	plasmid maintenance system antidote protein
cg1174	ornithine carbamoyltransferase
cg1175	acetyltransferase
cg1176	dehydrogenase
cg1178	transposase
cg1179	GGDEF family protein
cg1181	hypothetical protein
cg1182	hypothetical protein
#N/A	hypothetical protein
cg1184	hypothetical protein
cg1185	hypothetical protein
cg1187	hypothetical protein
cg1190	hypothetical protein
cg1191	hypothetical protein
cg1192	aldo/keto reductase
cg1193	hypothetical protein
cg1194	nucleoside-diphosphate-sugar epimerase
cg1195	putative sulfate permease
cg1197	hypothetical protein
cg1198	hypothetical protein
cg1199	hypothetical protein
cg1201	hypothetical protein
cg1202	hypothetical protein
cg1203	Mg-chelatase subunit ChlI
cg1204	phosphoglycerate mutase
cg1205	hypothetical protein
cg1206	putative PEP phosphonomutase
cg1207	ABC-type transporter, duplicated ATPase component
cg1208	hypothetical protein
cg1209	hypothetical protein
cg1211	transcriptional regulator
cg1212	major facilitator superfamily permease
0	transposase
cg1214	cysteine sulfinate desulfinase
cg1215	nicotinate-nucleotide pyrophosphorylase
cg1216	quinolinate synthetase
cg1218	ADP-ribose pyrophosphatase
cg1219	hypothetical protein
cg1220	hypothetical protein
cg1221	hypothetical protein
cg1222	lipoate-protein ligase A
cg1224	hypothetical protein
cg1225	major facilitator superfamily permease
cg1226	4-hydroxybenzoate 3-monooxygenase
cg1227	hypothetical protein
cg1228	ABC-type transporter, duplicated ATPase component
cg1229	ABC-type transporter, permease component
cg1230	hypothetical protein
cg1231	Ca2+/H+ antiporter
cg1232	hypothetical protein
cg1233	hypothetical protein
cg1234	excinuclease ATPase subunit
cg1236	peroxiredoxin
cg1237	hypothetical protein
cg1238	hypothetical protein
cg1239	2-dehydropantoate 2-reductase
cg1240	hypothetical protein
cg4004	hypothetical protein
cg1242	hypothetical protein
cg1243	hypothetical protein
cg1244	arsenate reductase
cg1245	hypothetical protein
cg1246	hypothetical protein
cg1247	hypothetical protein
cg1248	membrane GTPase involved in stress response
cg1249	ABC-type transporter, periplasmic component
cg1250	hypothetical protein
cg1251	hypothetical protein
cg1252	ferredoxin 3
cg1253	N-succinyldiaminopimelate aminotransferase
cg1254	hypothetical protein
cg1255	hypothetical protein
cg1256	tetrahydrodipicolinate N-succinyltransferase
cg1257	gamma-aminobutyrate permease
cg1259	tetrahydrodipicolinate N-succinyltransferase
cg1260	dipeptidase
cg1261	Rossmann fold nucleotide-binding protein
cg1262	putative dihydropteroate synthase
cg1263	glycosyltransferase
cg1264	hypothetical protein
cg1265	hypothetical protein
cg1266	SAM-dependent methyltransferase
cg1267	beta-fructosidase
cg1268	glycosyltransferase
cg1269	glucose-1-phosphate adenylyltransferase
cg1270	hypothetical protein
cg1271	RNA polymerase sigma factor SigE
cg1272	hypothetical protein
cg1273	sec-independent translocase
cg1274	ATPase
cg1275	hypothetical protein
cg1276	Mg/Co/Ni transporter MgtE
cg1277	hypothetical protein
cg1278	hypothetical protein
cg1279	hypothetical protein
cg1280	alpha-ketoglutarate decarboxylase
cg1281	ABC-type transporter, duplicated ATPase component
cg1282	hypothetical protein
cg1283	shikimate 5-dehydrogenase
cg1284	carboxylesterase type B
cg1285	hypothetical protein
cg1286	hypothetical protein
cg1287	hypothetical protein
cg1288	major facilitator superfamily permease
cg1289	major facilitator superfamily permease
cg1290	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
cg1291	hypothetical protein
cg1292	K+ transport flavoprotein
cg1293	hypothetical protein
cg1294	alpha-beta hydrolase family esterase
cg1295	hydrolase
cg1296	non-ribosomal peptide synthetase modules and related proteins
cg1298	ABC-type transporter, ATPase component and permease component
cg1299	ABC-type transporter, ATPase component and permease component
cg1300	cytochrome bd-type quinol oxidase, subunit 2
cg1301	cytochrome bd-type quinol oxidase, subunit 1
cg1302	putative helicase
cg1303	putative mutT-like protein
cg1304	hypothetical protein
cg1305	putative gamma-aminobutyrate permease
cg1307	putative helicase
cg1308	transcriptional regulator
cg1309	3-(3-hydroxyphenyl)propionate hydroxylase
cg1310	alcohol dehydrogenase IV
cg1311	protocatechuate 3,4-dioxygenase beta subunit
cg1312	hypothetical protein
cg1313	hypothetical protein
cg1314	putative Na+/proline, Na+/panthothenate symporter
cg1316	putative helicase
cg1317	hypothetical protein
cg1318	DNA repair exonuclease
cg1319	ATPase involved in DNA repair
cg1320	esterase/lipase
cg1321	short chain fatty acids transporter
cg1322	hypothetical protein
cg1324	transcriptional regulator
cg1325	hypothetical protein
cg1326	hypothetical protein
cg1327	catabolite gene activator
cg1328	copper chaperone
cg1329	cation transport ATPase
cg1330	hypothetical protein
cg1332	hydrolase or acyltransferase
cg1333	arginyl-tRNA synthetase
cg1334	diaminopimelate decarboxylase
cg1335	hypothetical protein
cg1336	hypothetical protein
cg1337	homoserine dehydrogenase
cg1338	homoserine kinase
cg1340	hypothetical protein
cg1341	nitrate reductase gamma subunit
cg1342	nitrate reductase delta subunit
cg1343	nitrate reductase beta chain
cg1344	anaerobic dehydrogenase
cg1345	nitrate/nitrite transporter
cg1346	molybdopterin biosynthesis enzyme
cg1347	serine protease
cg1348	hypothetical protein
cg1349	hypothetical protein
cg1350	molybdopterin-guanine dinucleotide biosynthesis protein A
cg1351	molybdopterin biosynthesis enzyme
cg1352	molybdenum cofactor biosynthesis protein A
cg1353	acyl-CoA synthetase
cg1354	transcription termination factor Rho
cg1355	peptide chain release factor 1
cg1356	rRNA or tRNA methylase
cg1358	putative translation factor (SUA5)
cg1359	UDP-N-acetylmuramyl pentapeptide phosphotransferase
cg1360	hypothetical protein
cg1361	hypothetical protein
cg1362	F0F1 ATP synthase subunit A
cg1363	F0F1 ATP synthase subunit C
cg1364	F0F1 ATP synthase subunit B
cg1365	F0F1 ATP synthase subunit delta
cg1366	F0F1 ATP synthase subunit alpha
cg1367	F0F1 ATP synthase subunit gamma
cg1368	F0F1 ATP synthase subunit beta
cg1369	F0F1 ATP synthase subunit epsilon
cg1370	hypothetical protein
cg1371	hypothetical protein
cg1372	hypothetical protein
cg1373	lactoylglutathione lyase
cg1374	hypothetical protein
cg1375	thioredoxin domain-containing protein
cg1376	coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase
cg1377	ABC-type transporter, permease component
cg1379	ABC-type transporter, ATPase component
cg1380	ABC-type transporter, periplasmic component
cg1381	glycogen branching enzyme
cg1382	glycosidase
cg1383	ABC-type transporter, ATPase component
cg1384	hypothetical protein
cg1385	hypothetical protein
cg1386	electron transfer flavoprotein beta-subunit
cg1387	electron transfer flavoprotein alpha-subunit
cg1388	cysteine sulfinate desulfinase
cg1389	hypothetical protein
cg1391	uncharacterized protein related to capsule biosynthesis enzyme
cg1392	transcriptional regulator
cg1393	acetyltransferase
cg1394	spermidine synthase
cg1395	hypothetical protein
cg1396	hypothetical protein
cg1397	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
cg1398	hypothetical protein
cg1399	major facilitator superfamily permease
cg1400	DNA polymerase III subunit epsilon
cg1401	NAD-dependent DNA ligase LigA
cg1402	hypothetical protein
cg1403	aspartyl/glutamyl-tRNA amidotransferase subunit C
cg1404	aspartyl/glutamyl-tRNA amidotransferase subunit A
cg1405	siderophore-interacting protein
cg1408	hypothetical protein
cg1409	6-phosphofructokinase
cg1410	transcriptional regulator
cg1411	ABC-type transporter, duplicated ATPase component
cg1412	ABC-type transporter, permease component
cg1413	ABC-type transporter, periplasmic component
cg1414	D-ribose pyranase
cg1417	acetyltransferase
cg1418	ABC-type transport system, periplasmic component
cg1419	Na+-dependent transporter
cg1420	aspartyl/glutamyl-tRNA amidotransferase subunit B
cg1421	dinucleotide-binding protein
cg1423	oxidoreductase
cg1424	lysine efflux permease
cg1425	chromosome replication initiation inhibitor protein
cg1426	glutathione S-transferase
cg1427	hypothetical protein
cg1429	hypothetical protein
cg1432	dihydroxy-acid dehydratase
cg1433	hypothetical protein
cg1434	small-conductance mechanosensitive channel
cg1435	acetolactate synthase 1 catalytic subunit
cg1436	acetolactate synthase 3 regulatory subunit
cg1437	ketol-acid reductoisomerase
cg1438	ABC-type transport system ATPase component
0	hypothetical protein
cg1440	ABC-type transport system ATPase component
cg1441	ABC-type transport system periplasmic component
cg1442	hypothetical protein
#N/A	hypothetical protein
cg1444	hypothetical protein
cg1447	Co/Zn/Cd efflux system component
cg1448	hypothetical protein
cg1449	hypothetical protein
cg1451	D-3-phosphoglycerate dehydrogenase
cg1452	hypothetical protein
cg1453	3-isopropylmalate dehydrogenase
cg1454	ABC-type transport system periplasmic component
cg1456	signal-transduction protein
cg1457	DNA polymerase III epsilon subunit
cg1458	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase
cg1459	SAM-dependent methyltransferase
cg1462	isochorismate synthase
cg1463	glutamyl-tRNA synthetase
cg1464	transcriptional regulator
cg1465	hypothetical protein
cg1466	hypothetical protein
cg1467	transcriptional regulator
cg1468	hypothetical protein
cg1469	hypothetical protein
cg1474	hypothetical protein
cg1475	hypothetical protein
cg1476	thiamine biosynthesis protein ThiC
cg1478	hypothetical protein
cg1479	glucan phosphorylase
#N/A	hypothetical protein
cg1482	Zn-dependent hydrolase
cg1483	hypothetical protein
cg1484	hypothetical protein
cg1485	guanosine polyphosphate pyrophosphohydrolase/synthetase
cg1486	transcriptional regulator
cg1487	isopropylmalate isomerase large subunit
cg1488	isopropylmalate isomerase small subunit
cg1490	NTP pyrophosphohydrolase
#N/A	hypothetical protein
cg1492	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
cg1493	D-alanyl-alanine synthetase A
cg1494	hypothetical protein
cg1495	thiamine monophosphate kinase
cg1496	uracil-DNA glycosylase
cg1497	kinase
cg1498	RecG-like helicase
cg1499	pyruvate carboxylase C-terminal domain-containing protein
cg1500	N6-adenine-specific methylase
cg1501	phosphopantetheine adenylyltransferase
cg1502	ABC-type transporter, ATPase component
cg1503	ABC-type transporter, permease component
cg1504	ABC-type transporter, periplasmic component
cg1505	hypothetical protein
cg1506	hypothetical protein
cg1507	integrase
0	hypothetical protein
cg1509	hypothetical protein
cg1510	hypothetical protein
cg1511	hypothetical protein
cg1512	hypothetical protein
cg1513	hypothetical protein
cg4005	hypothetical protein
cg1514	hypothetical protein
cg1516	hypothetical protein
cg1517	hypothetical protein
cg4006	hypothetical protein
cg1519	hypothetical protein
cg1520	hypothetical protein
cg1521	hypothetical protein
cg1522	hypothetical protein
cg1523	hypothetical protein
cg1524	hypothetical protein
cg1525	DNA polymerase I
cg1526	major facilitator superfamily permease
cg1527	transcriptional regulator
cg1528	aldo/keto reductase
cg1530	SAM-dependent methyltransferase
cg1531	30S ribosomal protein S1
cg1537	phosphotransferase system IIC component, glucose/maltose/N-acetylglucosamine-specific
cg1538	dephospho-CoA kinase
cg1540	hypothetical protein
cg1541	hypothetical protein
cg1543	inosine-uridine nucleoside N-ribohydrolase
cg1545	major facilitator superfamily permease
cg1546	sugar kinase
cg1547	transcriptional regulator
cg1548	hypothetical protein
cg1549	hypothetical protein
cg1550	excinuclease ABC subunit B
cg1551	universal stress protein UspA
cg1552	transcriptional regulator
cg1553	nucleoside-diphosphate-sugar epimerase
cg1555	hypothetical protein
cg1556	hypothetical protein
cg1559	hypothetical protein
cg1560	excinuclease ABC subunit A
cg1562	hypothetical protein
cg1563	translation initiation factor IF-3
cg1564	50S ribosomal protein L35
cg1565	50S ribosomal protein L20
cg1566	hypothetical protein
cg1567	hypothetical protein
cg1568	ABC-type transporter, permease component
cg1569	ABC-type transporter, permease component
cg1570	ABC-type transporter, periplasmic component
cg1571	ABC-type transporter, ATPase component
cg1572	glycerophosphoryl diester phosphodiesterase
cg1573	rRNA methylase
cg1574	phenylalanyl-tRNA synthetase subunit alpha
cg1575	phenylalanyl-tRNA synthetase subunit beta
cg1577	hypothetical protein
cg1578	acyltransferase
cg1579	hypothetical protein
cg1580	N-acetyl-gamma-glutamyl-phosphate reductase
cg1581	bifunctional ornithine acetyltransferase/N-acetylglutamate synthase protein
cg1582	acetylglutamate kinase
cg1583	acetylornithine aminotransferase
cg1584	ornithine carbamoyltransferase
cg1585	arginine repressor
cg1586	argininosuccinate synthase
cg1588	argininosuccinate lyase
cg1589	hypothetical protein
cg1590	hypothetical protein
cg1591	hypothetical protein
cg1592	hypothetical protein
cg1594	tyrosyl-tRNA synthetase
cg1595	universal stress protein UspA
cg1597	TPR repeat-containing protein
cg1598	HAD family sugar phosphatase
#N/A	hypothetical protein
cg1600	rRNA methylase
cg1601	inorganic polyphosphate/ATP-NAD kinase
cg1602	ATPase involved in DNA repair
cg1603	hypothetical protein
cg1604	hypothetical protein
cg1606	CTP synthetase
cg1607	NTP pyrophosphohydrolase
cg1608	site-specific tyrosine recombinase XerD
cg1609	ABC-type transporter, duplicated ATPase component
cg1610	ATPase involved in chromosome partitioning
cg1611	hypothetical protein
cg1612	acetyltransferase
cg1613	rhodanese-related sulfurtransferase
cg1614	hypothetical protein
cg1615	16S rRNA uridine-516 pseudouridylate synthase
cg1616	cytidylate kinase
cg1617	GTP-binding protein EngA
cg1618	hypothetical protein
cg1619	hypothetical protein
cg1620	SAM-dependent methyltransferase
cg1621	ABC-type transport system, ATPase component
cg1622	ABC-type transport system ATPase component
cg1623	zinc transporter ZupT
cg1624	NhaP-type Na+/H+ and K+/H+ antiporter
cg1625	hypothetical protein
cg1626	hypothetical protein
cg1628	alpha/beta fold family hydrolase
cg1629	preprotein translocase subunit SecA
cg1630	FHA-domain-containing protein
cg1631	hypothetical protein
cg1632	hypothetical protein
cg1633	transcriptional regulator
cg1635	hypothetical protein
cg1636	hypothetical protein
cg1638	hypothetical protein
cg1639	CBS domain-containing protein
cg1640	CBS domain-containing protein
cg1641	putative helicase
cg1642	siderophore-interacting protein
cg1643	6-phosphogluconate dehydrogenase
cg1644	hypothetical protein
cg1645	SAM-dependent methyltransferase
cg1646	ABC-type transporter, ATPase component
cg1647	ABC-type transporter, permease component
cg1648	transcriptional regulator
cg1649	ABC-type transporter, permease component
cg1650	ABC-type transporter, permease component
cg1651	ABC-type transporter, ATPase component
cg1652	ABC-type transporter, periplasmic component
cg1653	hypothetical protein
cg1654	multifunctional thiamine-phosphate pyrophosphorylase/synthase/phosphomethylpyrimidine kinase
cg1655	hydroxyethylthiazole kinase
cg1656	NADH dehydrogenase, FAD-containing subunit
cg1657	cyclopropane fatty acid synthase
cg1658	major facilitator superfamily permease
cg1659	phosphoribosyltransferase
cg1660	hypothetical protein
cg1661	arsenite efflux pump ACR3
cg1662	hypothetical protein
cg1663	hypothetical protein
cg1664	sulfate permease
cg1665	hypothetical protein
cg1668	hypothetical protein
cg1669	hypothetical protein
cg1670	hypothetical protein
cg1671	hypothetical protein
cg1672	glycosyltransferase
cg1673	apolipoprotein N-acyltransferase
cg1675	FxsA
cg1676	hypothetical protein
cg1677	hypothetical protein
cg1678	precorrin-6B methylase 1
cg1680	hypothetical protein
cg1681	Xaa-Pro aminopeptidase
cg1682	hypothetical protein
cg1683	putative helicase
cg1684	Sec-independent protein secretion pathway component TatC
cg1685	twin argininte translocase protein A
cg1686	transcriptional regulator
cg1687	transcriptional regulator
cg1688	hypothetical protein
cg1689	hypothetical protein
cg1690	hypothetical protein
cg1691	ATPase of the AAA+ class
cg1692	SAM-dependent methyltransferase involved in tRNA-Met maturation
cg1693	putative aminopeptidase 2
cg1694	endonuclease
cg1695	plasmid maintenance system antidote protein
cg1696	major facilitator superfamily permease
cg1697	aspartate ammonia-lyase
cg1698	ATP phosphoribosyltransferase
cg1699	phosphoribosyl-ATP pyrophosphatase
cg1700	phosphatase/phosphohexomutase
cg1701	methionine synthase I cobalamin-binding subunit
cg1702	hypothetical protein
cg1703	K+ transport flavoprotein
cg1705	arsenite efflux pump ACR3
#N/A	protein-tyrosine-phosphatase
cg1707	protein-tyrosine-phosphatase
cg1708	hypothetical protein
cg1709	cysteinyl-tRNA synthetase
cg1710	undecaprenyl pyrophosphate phosphatase
cg1711	oxidoreductase
cg1712	hypothetical protein
cg1713	dihydroorotate dehydrogenase 2
cg1714	hypothetical protein
cg1715	hypothetical protein
cg1716	putative transposase
cg1717	hypothetical protein
cg1718	phospholipid-binding protein
cg1719	ABC-type transporter, ATPase component and permease component
cg1720	ABC-type transporter, ATPase component and permease component
cg1722	histone acetyltransferase HPA2 and related acetyltransferase
cg1724	arginine/ornithine transport system ATPase
cg1725	methylmalonyl-CoA mutase
cg1726	methylmalonyl-CoA mutase N-terminal domain-containing protein
cg1727	hypothetical protein
cg1728	hypothetical protein
cg1730	membrane protease subunit
cg1731	membrane protein
cg1732	hypothetical protein
cg1733	hypothetical protein
cg1734	ferrochelatase
cg1735	cell wall-associated hydrolase
cg1736	hypothetical protein
cg1737	aconitate hydratase
cg1738	transcriptional regulator
cg1739	glutamine amidotransferase
cg1740	nucleoside-diphosphate-sugar epimerase
cg1742	hypothetical protein
cg1743	hypothetical protein
cg1744	cation transport ATPase
cg1745	hypothetical protein
cg1746	hypothetical protein
cg1750	hypothetical protein
cg1752	integrase
cg1753	ABC-type transporter, duplicated ATPase component
cg1754	hypothetical protein
cg1756	hypothetical protein
cg1757	transposase
cg1758	hypothetical protein
cg1759	putative aromatic ring hydroxylating enzyme
cg1760	NifU-like protein
cg1761	selenocysteine lyase
cg1762	ABC-type transporter, ATPase component
cg1763	iron-regulated ABC-type transporter SufB
cg1764	iron-regulated ABC-type transporter SufB
cg1765	transcriptional regulator
cg1766	hypothetical protein
cg1767	ABC-type transporter, ATPase component
cg1768	ABC-type transporter, permease component
cg1769	cytochrome oxidase assembly protein
cg1770	putative helicase
cg1771	NADPH:quinone reductase
cg1773	protoheme IX farnesyltransferase
cg1774	transketolase
cg1776	transaldolase
cg1778	glucose-6-phosphate 1-dehydrogenase
cg1779	hypothetical protein
cg1780	6-phosphogluconolactonase
cg1781	hypothetical protein
0	hypothetical protein
cg1783	glycine/D-amino acid oxidase
cg1784	ornithine cyclodeaminase
cg1785	ammonia permease
cg1786	preprotein translocase subunit SecG
cg1787	phosphoenolpyruvate carboxylase
cg1789	triosephosphate isomerase
cg1790	phosphoglycerate kinase
cg1791	glyceraldehyde-3-phosphate dehydrogenase
cg1792	hypothetical protein
cg1793	hypothetical protein
cg1794	hypothetical protein
cg1795	excinuclease ABC subunit C
cg1796	hypothetical protein
cg1797	riboflavin synthase subunit beta
cg1798	bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II protein
cg1799	riboflavin synthase subunit alpha
cg1800	pyrimidine reductase
cg1801	ribulose-phosphate 3-epimerase
cg1802	tRNA and rRNA cytosine-C5-methylase
cg1803	methionyl-tRNA formyltransferase
cg1804	peptide deformylase
cg1805	primosome assembly protein PriA
cg1806	S-adenosylmethionine synthetase
cg1807	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase
cg1809	DNA-directed RNA polymerase subunit omega
cg1810	guanylate kinase
cg1811	hypothetical protein
cg1812	orotidine 5'-phosphate decarboxylase
cg1813	carbamoyl phosphate synthase large subunit
cg1814	carbamoyl phosphate synthase small subunit
cg1815	dihydroorotase
cg1816	aspartate carbamoyltransferase catalytic subunit
cg1817	pyrimidine regulatory protein PyrR
cg1819	SulA family nucleoside-diphosphate sugar epimerase
cg1821	hypothetical protein
#N/A	hypothetical protein
cg1823	hypothetical protein
cg1824	transcription antitermination protein NusB
cg1825	elongation factor P
cg1826	Xaa-Pro aminopeptidase
cg1827	3-dehydroquinate synthase
cg1828	shikimate kinase
cg1829	chorismate synthase
cg1830	signal peptidase
cg1831	transcriptional regulator
cg1832	ABC-type transporter, permease component
cg1833	ABC-type transporter, periplasmic component
cg1834	ABC-type transporter, ATPase component
cg1835	shikimate 5-dehydrogenase
cg1836	periplasmic solute-binding protein
cg1837	Holliday junction resolvase-like protein
cg1838	alanyl-tRNA synthetase
cg1839	recombination factor protein RarA
cg1840	hypothetical protein
cg1841	aspartyl-tRNA synthetase
cg1842	metalloprotease
cg1843	helicase
cg1844	hypothetical protein
cg1845	hypothetical protein
cg1846	transcriptional regulator
cg1847	hypothetical protein
cg1848	coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase
cg1849	hypothetical protein
cg1850	flavoprotein
cg1852	L-serine deaminase
cg1853	glycerol-3-phosphate dehydrogenase
cg1855	histidyl-tRNA synthetase
cg1856	putative Zn-dependent hydrolase
cg1857	peptidyl-prolyl cis-trans isomerase (rotamase)
cg1859	hypothetical protein
cg1860	hypothetical protein
cg1861	guanosine polyphosphate pyrophosphohydrolase/synthetase
cg1862	adenine phosphoribosyltransferase
cg1864	dipeptide-binding protein DciAE
cg1865	preprotein translocase subunit SecF
cg1867	preprotein translocase subunit SecD
cg1868	preprotein translocase subunit YajC
cg1869	Holliday junction DNA helicase B
cg1870	Holliday junction DNA helicase motor protein
cg1871	Holliday junction resolvase
cg1872	hypothetical protein
cg1873	acyl-CoA thioesterase
cg1874	hypothetical protein
cg1875	hypothetical protein
cg1876	glycosyltransferase
cg1877	lipid A biosynthesis lauroyl acyltransferase
cg1878	phosphatidylglycerophosphate synthase
cg1879	diadenosine tetraphosphate (Ap4A) hydrolase
cg1880	threonyl-tRNA synthetase
cg1881	iron-dependent peroxidase
cg1883	hypothetical protein
cg1884	hypothetical protein
cg1890	hypothetical protein
cg1891	hypothetical protein
cg1892	hypothetical protein
cg1893	histone acetyltransferase HPA2
cg1894	hypothetical protein
cg1895	hypothetical protein
cg1896	hypothetical protein
cg1897	hypothetical protein
cg1898	hypothetical protein
#N/A	hypothetical protein
#N/A	hypothetical protein
#N/A	hypothetical protein
cg1903	ABC-type transporter, ATPase component
cg1904	ABC-type transporter, permease component
cg1905	hypothetical protein
cg1907	phosphopantothenoylcysteine synthetase/decarboxylase
cg1908	hypothetical protein
#N/A	hypothetical protein
cg1911	hypothetical protein
cg1912	hypothetical protein
cg1913	hypothetical protein
cg1915	hypothetical protein
cg1916	hypothetical protein
cg1917	hypothetical protein
cg1918	hypothetical protein
cg1919	hypothetical protein
cg1920	hypothetical protein
cg1921	hypothetical protein
cg1922	hypothetical protein
cg1923	hypothetical protein
cg1925	hypothetical protein
cg1926	hypothetical protein
cg1927	hypothetical protein
cg1928	hypothetical protein
cg1929	site-specific recombinase
cg1930	hypothetical protein
cg1931	hypothetical protein
cg1932	protein-tyrosine phosphatase
